PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked
716,0,3,male,19,7.65,Southampton
717,1,1,female,38,227.525,Cherbourg
718,1,2,female,27,10.5,Southampton
719,0,3,male,60,15.5,Queenstown
720,0,3,male,33,7.775,Southampton
721,1,2,female,6,33,Southampton
722,0,3,male,17,7.0542,Southampton
723,0,2,male,34,13,Southampton
724,0,2,male,50,13,Southampton
725,1,1,male,27,53.1,Southampton
726,0,3,male,20,8.6625,Southampton
727,1,2,female,30,21,Southampton
728,1,3,female,60,7.7375,Queenstown
729,0,2,male,25,26,Southampton
730,0,3,female,25,7.925,Southampton
731,1,1,female,29,211.3375,Southampton
732,0,3,male,11,18.7875,Cherbourg
733,0,2,male,60,0,Southampton
734,0,2,male,23,13,Southampton
735,0,2,male,23,13,Southampton
736,0,3,male,28.5,16.1,Southampton
737,0,3,female,48,34.375,Southampton
738,1,1,male,35,512.3292,Cherbourg
739,0,3,male,60,7.8958,Southampton
740,0,3,male,60,7.8958,Southampton
741,1,1,male,60,30,Southampton
742,0,1,male,36,78.85,Southampton
743,1,1,female,21,262.375,Cherbourg
744,0,3,male,24,16.1,Southampton
745,1,3,male,31,7.925,Southampton
746,0,1,male,70,71,Southampton
747,0,3,male,16,20.25,Southampton
748,1,2,female,30,13,Southampton
749,0,1,male,19,53.1,Southampton
750,0,3,male,31,7.75,Queenstown
751,1,2,female,4,23,Southampton
752,1,3,male,6,12.475,Southampton
753,0,3,male,33,9.5,Southampton
754,0,3,male,23,7.8958,Southampton
755,1,2,female,48,65,Southampton
756,1,2,male,0.67,14.5,Southampton
757,0,3,male,28,7.7958,Southampton
758,0,2,male,18,11.5,Southampton
759,0,3,male,34,8.05,Southampton
760,1,1,female,33,86.5,Southampton
761,0,3,male,60,14.5,Southampton
762,0,3,male,41,7.125,Southampton
763,1,3,male,20,7.2292,Cherbourg
764,1,1,female,36,120,Southampton
765,0,3,male,16,7.775,Southampton
766,1,1,female,51,77.9583,Southampton
767,0,1,male,60,39.6,Cherbourg
768,0,3,female,30.5,7.75,Queenstown
769,0,3,male,60,24.15,Queenstown
770,0,3,male,32,8.3625,Southampton
771,0,3,male,24,9.5,Southampton
772,0,3,male,48,7.8542,Southampton
773,0,2,female,57,10.5,Southampton
774,0,3,male,60,7.225,Cherbourg
775,1,2,female,54,23,Southampton
776,0,3,male,18,7.75,Southampton
777,0,3,male,60,7.75,Queenstown
778,1,3,female,5,12.475,Southampton
779,0,3,male,60,7.7375,Queenstown
780,1,1,female,43,211.3375,Southampton
781,1,3,female,13,7.2292,Cherbourg
782,1,1,female,17,57,Southampton
783,0,1,male,29,30,Southampton
784,0,3,male,60,23.45,Southampton
785,0,3,male,25,7.05,Southampton
786,0,3,male,25,7.25,Southampton
787,1,3,female,18,7.4958,Southampton
788,0,3,male,8,29.125,Queenstown
789,1,3,male,1,20.575,Southampton
790,0,1,male,46,79.2,Cherbourg
791,0,3,male,60,7.75,Queenstown
792,0,2,male,16,26,Southampton
793,0,3,female,60,69.55,Southampton
794,0,1,male,60,30.6958,Cherbourg
795,0,3,male,25,7.8958,Southampton
796,0,2,male,39,13,Southampton
797,1,1,female,49,25.9292,Southampton
798,1,3,female,31,8.6833,Southampton
799,0,3,male,30,7.2292,Cherbourg
800,0,3,female,30,24.15,Southampton
801,0,2,male,34,13,Southampton
802,1,2,female,31,26.25,Southampton
803,1,1,male,11,120,Southampton
804,1,3,male,0.42,8.5167,Cherbourg
805,1,3,male,27,6.975,Southampton
806,0,3,male,31,7.775,Southampton
807,0,1,male,39,0,Southampton
808,0,3,female,18,7.775,Southampton
809,0,2,male,39,13,Southampton
810,1,1,female,33,53.1,Southampton
811,0,3,male,26,7.8875,Southampton
812,0,3,male,39,24.15,Southampton
813,0,2,male,35,10.5,Southampton
814,0,3,female,6,31.275,Southampton
815,0,3,male,30.5,8.05,Southampton
816,0,1,male,60,0,Southampton
817,0,3,female,23,7.925,Southampton
818,0,2,male,31,37.0042,Cherbourg
819,0,3,male,43,6.45,Southampton
820,0,3,male,10,27.9,Southampton
821,1,1,female,52,93.5,Southampton
822,1,3,male,27,8.6625,Southampton
823,0,1,male,38,0,Southampton
824,1,3,female,27,12.475,Southampton
825,0,3,male,2,39.6875,Southampton
826,0,3,male,60,6.95,Queenstown
827,0,3,male,60,56.4958,Southampton
828,1,2,male,1,37.0042,Cherbourg
829,1,3,male,60,7.75,Queenstown
831,1,3,female,15,14.4542,Cherbourg
832,1,2,male,0.83,18.75,Southampton
833,0,3,male,60,7.2292,Cherbourg
834,0,3,male,23,7.8542,Southampton
835,0,3,male,18,8.3,Southampton
836,1,1,female,39,83.1583,Cherbourg
837,0,3,male,21,8.6625,Southampton
838,0,3,male,60,8.05,Southampton
839,1,3,male,32,56.4958,Southampton
840,1,1,male,60,29.7,Cherbourg
841,0,3,male,20,7.925,Southampton
842,0,2,male,16,10.5,Southampton
843,1,1,female,30,31,Cherbourg
844,0,3,male,34.5,6.4375,Cherbourg
845,0,3,male,17,8.6625,Southampton
846,0,3,male,42,7.55,Southampton
847,0,3,male,60,69.55,Southampton
848,0,3,male,35,7.8958,Cherbourg
849,0,2,male,28,33,Southampton
850,1,1,female,60,89.1042,Cherbourg
851,0,3,male,4,31.275,Southampton
852,0,3,male,74,7.775,Southampton
853,0,3,female,9,15.2458,Cherbourg
854,1,1,female,16,39.4,Southampton
855,0,2,female,44,26,Southampton
856,1,3,female,18,9.35,Southampton
857,1,1,female,45,164.8667,Southampton
858,1,1,male,51,26.55,Southampton
859,1,3,female,24,19.2583,Cherbourg
860,0,3,male,60,7.2292,Cherbourg
861,0,3,male,41,14.1083,Southampton
862,0,2,male,21,11.5,Southampton
863,1,1,female,48,25.9292,Southampton
864,0,3,female,60,69.55,Southampton
865,0,2,male,24,13,Southampton
866,1,2,female,42,13,Southampton
867,1,2,female,27,13.8583,Cherbourg
868,0,1,male,31,50.4958,Southampton
869,0,3,male,60,9.5,Southampton
870,1,3,male,4,11.1333,Southampton
871,0,3,male,26,7.8958,Southampton
872,1,1,female,47,52.5542,Southampton
873,0,1,male,33,5,Southampton
874,0,3,male,47,9,Southampton
875,1,2,female,28,24,Cherbourg
876,1,3,female,15,7.225,Cherbourg
877,0,3,male,20,9.8458,Southampton
878,0,3,male,19,7.8958,Southampton
879,0,3,male,60,7.8958,Southampton
880,1,1,female,56,83.1583,Cherbourg
881,1,2,female,25,26,Southampton
882,0,3,male,33,7.8958,Southampton
883,0,3,female,22,10.5167,Southampton
884,0,2,male,28,10.5,Southampton
885,0,3,male,25,7.05,Southampton
886,0,3,female,39,29.125,Queenstown
887,0,2,male,27,13,Southampton
888,1,1,female,19,30,Southampton
889,0,3,female,60,23.45,Southampton
890,1,1,male,26,30,Cherbourg
891,0,3,male,32,7.75,Queenstown
